,Movie name,IMDB Rating,Description,Votes,Metascore,Total Duration (in Minutes)
1392,BNA,7.2,"In the 21st century, where the existence of humanoid animals that have been living in the darkness for centuries have been revealed to the world. One day, Michiru, who was a normal ...                See full summary »",2298.0,,23.0
1393,The Big Show Show,6.4,"When Big Show's teenage daughter comes to live with him and his wife and two other daughters, he quickly becomes outnumbered and outsmarted. Despite being 7 feet tall and weighing 400 pounds, he is no longer the center of attention.",2294.0,,
1394,Mafia,7.6,"Six friends who were extremely closely knit in their college days reunite for Tanya's bachelor party in Madhupur. However, all six of them are bound by a horrifying incident which had torn ...                See full summary »",2293.0,,31.0
1395,Fargo,7.4,"Loy attacks, Gaetano pays the price, Oraetta goes crazy, Josto challenges authority and Rabbi risks his life.",2292.0,,46.0
1396,Turnt,3.7,"This is a story of a young man named Kenny Stanford who had dreams of being an Successful artist in the music industry, but these dreams were cut short.",2292.0,,85.0
1397,Get Even,6.5,It follows four teenage girls at private elite school who form their own secret society to expose bullies.,2291.0,,28.0
1398,United Nation Three Decades of Drum & Bass,8.0,"EDM was born out of the Drum and Bass movement, which began in the early 1990's. The scene and its many style permutations have survived and thrived, and heavily influences Grime and the modern EDM arena.",2291.0,,92.0
1399,The Last Kingdom,9.4,"Aethelflaed and Uhtred ally with the Welsh king Hywel to face Cnut's army of a thousand warriors at the Battle of Tettenhall, hoping that they will be joined by Edward's troops.",2290.0,,51.0
1400,The Unfamiliar,4.1,"A British Army doctor comes back from a war, thinking that she has PTSD only to discover that there is a more daunting malevolence at work making the life that she knew unfamiliar.",2287.0,,89.0
1401,Vikings,7.3,"Out in the open sea, Ubbe and the settlers are at the mercy of the elements. Meanwhile Ivar and Hvitserk return to Kattegat",2286.0,,44.0
1402,Deathstroke: Knights & Dragons,6.7,"Ten years ago, Slade Wilson-aka the super-assassin called Deathstroke-made a tragic mistake and his wife and son paid a terrible price. Now, a decade later, Wilson's family is threatened once again.",2286.0,,92.0
1403,Snowpiercer,7.2,"A grisly murder stokes the class division of Snowpiercer; Melanie deputizes a dangerous rebel to help solve the killing - Andre Layton, the world's only surviving homicide detective.",2285.0,,52.0
1404,Every Week Has A Friday,8.4,"""Layla"" a girl with mysterious past forced to live with ""Emad"" a mentally challenged man in his house while a series of violent crimes happens every Friday.",2281.0,,45.0
1405,Altered Carbon,6.9,"As Quell reconnects to her past at Stronghold, she leads the clone into an underground chamber teeming with secrets. Gov. Harlan shows her true colors.",2280.0,,43.0
1406,Jujutsu Kaisen,9.1,"The three Jujutsu first years are sent to rescue inmates of a detention center haunted by a Cursed Womb. With the potential to spawn a Special Grade Cursed Spirit, the young Sorcerers are faced with the choice to run or die.",2280.0,,24.0
1407,Barkskins,7.3,"Based on the novel by Pulitzer-winner Annie Proulx, BARKSKINS follows a disparate group of outcasts who must navigate brutal hardships, competing interests, and tangled loyalties at the crossroads of civilization- late 1600s New France.",2278.0,,
1408,Defending Jacob,9.1,"As the trial begins, Jacob's fate hangs in the balance.",2272.0,,53.0
1409,Killing Eve,8.3,Villanelle agrees to a job which will take her back to London; Carolyn's Moscow contacts come in use when Eve and the Bitter Pill team unravel a potential lead to The Twelve; Konstantin finds himself under pressure from all sides.,2269.0,,42.0
1410,The World of the Married,8.0,A story about a married couple whose betrayal of one another leads to a whirlwind of revenge.,2268.0,,80.0
1411,Hosts,4.3,A family fall victim to a series of violent murders when they invite their neighbours over for Xmas dinner.,2265.0,,89.0
1412,John Henry,3.5,"When two immigrant kids on the run from his former South Los Angeles gang leader stumble into his life, John is forced to reconcile with his past in order to try and give them a future.",2265.0,,91.0
1413,Love Sarah,6.2,"A young woman wishes to fulfill her mother's dream of opening her own bakery in Notting Hill, London. To do this, she enlists the help of an old friend and her grandma.",2263.0,,97.0
1414,Vikings,7.6,"Ubbe and settlers find land but soon realize they are not alone. In Wessex, king Alfred has mustered up a large force to fight the Vikings. Meanwhile in Kattegat, Erik realizes that Ingrid had been using her powers on him",2261.0,,44.0
1415,Killing Eve,8.3,Konstantin tries to run; Eve and Villanelle try to work out what the future may hold for them.,2260.0,,42.0
1416,Shylock,5.5,"The story follows an episode in the life of Boss, a quick-witted, sharp financier in Kerala's film industry.",2259.0,,130.0
1417,The Walking Dead: World Beyond,5.5,"Iris welcomes an enigmatic ally to their community while Hope questions the visitor's motives. A message upends the sisters' worldview, forcing them to decide between the safety of their ...                See full summary »",2259.0,,52.0
1418,Useless Humans,4.7,"A thirtieth birthday and the survival of mankind are left hanging in the balance after a mysterious creature crashes a party, forcing four childhood friends to save the night.",2253.0,,77.0
1419,The Last Kingdom,8.6,"Uhtred receives news that Bebbanburg's defences have been weakened by Scottish attacks and plans to seize his birthright, but Edward refuses to help.",2253.0,,56.0
1420,Altered Carbon,6.4,Carrera sends his secret weapon on a deadly mission. Kovacs and Trepp smuggle Quell out of the city. Poe takes a risky trip into virtual reality.,2251.0,,50.0
1421,Last Moment of Clarity,5.2,"Three years after witnessing the murder of his fiancée, a man finds himself a fearful drifter, until one day at a Parisian cinema he sees an actress who looks a lot like his dead love, and eventually he finds the truth about his fiancée.",2248.0,,90.0
1422,Lovecraft Country,7.0,Hippolyta's relentless search for answers takes her on a multidimensional journey of self-discovery as Atticus heads to St. Louis to consult an old family friend.,2245.0,,57.0
1423,Feluda Pherot,8.1,Chronicles the adventures of Prodosh Chandra Mitra a Bengali private detective along with his sidekick Topshe and friend Lalmohan Ganguly,2243.0,,
1424,Curb Your Enthusiasm,9.2,"Larry kicks off the new year with new rival Mocha Joe; at a cocktail party hosted by Jeff and Susie, Larry gets roped into lunch plans and has a misunderstanding with a caterer.",2239.0,,38.0
1425,Vikings,7.5,"When king Alfred hears about the arrival of the sons of Ragnar, with an army he must take drastic action. So as the Vikings army makes camp & lies in wait, Alfred and his army abandon the royal villa and march to meet them.",2239.0,,44.0
1426,Legends of Tomorrow,8.5,"Worlds lived, worlds died. Nothing will ever be the same.",2236.0,,42.0
1427,Carmel: ¿Quién mató a María Marta?,7.0,"Documentary series on the circumstances surrounding the death of María Marta García Belsunce, one of the most controversial criminal cases in Argentina.",2233.0,,229.0
1428,The Last Narc,8.6,"Former cartel insiders divulge the bone-chilling details behind the notorious murder and kidnapping of DEA Agent ""Kiki"" Camarena.",2232.0,,185.0
1429,Pereval Dyatlova,7.8,"In the Ural Mountains, nine students go on a ski hike, but never return. Local investigators must piece together what happened to them when their bodies are found a month later.",2229.0,,54.0
1430,Tales from the Loop,7.4,A young girl living in a small town becomes curious about the mysterious work her mother conducts beneath ground at a facility known as the Loop.,2228.0,,54.0
1431,ThunderCats Roar,2.0,"This upcoming Cartoon Network series centers around Lion-O and his wacky misadventures, as he tries to defeat the evil Mumm-Ra.",2225.0,,11.0
1432,Twelve,6.7,"Fourteen-year-old Mouse desperately wants to join the Midnight Clique, an infamous group of Baltimore dirt-bike riders who rule the summertime streets.",2222.0,62.0,125.0
1433,Antoinette dans les Cévennes,6.4,"Antoinette, a school teacher, is looking forward to her long planned summer holidays with her secret lover Vladimir, the father of one of her pupils. When learning that Vladimir cannot come...                See full summary »",2221.0,,97.0
1434,Perdida,7.1,"A man gets caught in Colombian customs with drugs, his goal is to end up in prison to contact who kidnapped his daughter years ago.",2219.0,,50.0
1435,The Sinner,5.6,"Jamie seeks vengeance, putting him on a collision course with Ambrose.",2217.0,,50.0
1436,Grey's Anatomy,4.3,"Bailey and Ben face a huge, life-altering decision, while Meredith and several of the doctors reflect on the past.",2216.0,,42.0
1437,The Disciple,7.2,"Self-doubt, sacrifice and struggle converge into an existential crisis for a devoted classical vocalist as the mastery he strives for remains elusive.",2215.0,83.0,129.0
1438,Room 2806: The Accusation,7.0,This docuseries follows the 2011 sexual assault case involving french politician Dominique Strauss-Kahn at the height of his career.,2213.0,,197.0
1439,Half Brothers,6.1,"Renato, a Mexican aviation exec, is shocked to learn he has an American half-brother he never knew about, the free-spirited Asher. They are forced on a road trip together, tracing the path their father took from Mexico to the US.",2212.0,,96.0
1440,Supernatural,8.4,A search for the one thing that may give the Winchesters an edge against God leads Sam and Dean to Jo's door and to a secret that may have died with Ruby; Castiel asks Jack to do the unthinkable to help the brothers in their quest.,2211.0,,42.0
1441,A Timeless Christmas,7.1,Charles Whitley travels from 1903 to 2020 where he meets Megan Turner and experiences a 21st Century Christmas.,2210.0,,84.0
1442,Tajkun,8.1,"Vladan, the businessman, wants his son to take over the firm. He wants to retire, but there is a new police investigation about his affairs in the past. At the family celebration, he is being shot at. His son takes the bullet.",2208.0,,
1443,Sul più bello,6.1,"Marta may be an orphan, and she may be affected by a lethal illness, yet she is the most positive person one can meet. She wants a boy to fall for her. Not any boy - the most handsome of them all. One day, she may have found her match.",2206.0,,91.0
